date,equity,n_holdings,cash
2021-02-17,100000.0,0,100000.0
2021-02-18,100000.0,0,100000.0
2021-02-19,100000.0,0,100000.0
2021-02-22,100000.0,0,100000.0
2021-02-23,100000.0,0,100000.0
2021-02-24,100000.0,0,100000.0
2021-02-25,100000.0,0,100000.0
2021-02-26,100000.0,0,100000.0
2021-03-01,100000.0,0,100000.0
2021-03-02,100000.0,0,100000.0
2021-03-03,100000.0,0,100000.0
2021-03-04,100000.0,0,100000.0
2021-03-05,100000.0,0,100000.0
2021-03-08,100000.0,0,100000.0
2021-03-09,100000.0,0,100000.0
2021-03-10,100000.0,0,100000.0
2021-03-11,100000.0,0,100000.0
2021-03-12,100000.0,0,100000.0
2021-03-15,100000.0,0,100000.0
2021-03-16,100000.0,0,100000.0
2021-03-17,100000.0,0,100000.0
2021-03-18,100000.0,0,100000.0
2021-03-19,100000.0,0,100000.0
2021-03-22,100000.0,0,100000.0
2021-03-23,100000.0,0,100000.0
2021-03-24,100000.0,0,100000.0
2021-03-25,100000.0,0,100000.0
2021-03-26,100000.0,0,100000.0
2021-03-29,100000.0,0,100000.0
2021-03-30,100000.0,0,100000.0
2021-03-31,99905.0,5,4905.0
2021-04-01,100781.84731973849,5,4905.0
2021-04-07,99875.77408443985,5,4905.0
2021-04-08,101088.08921088818,5,4905.0
2021-04-09,100333.76602494364,5,4905.0
2021-04-12,99233.00427451567,5,4905.0
2021-04-13,99195.69400960239,5,4905.0
2021-04-14,100231.16218244989,5,4905.0
2021-04-15,99888.24674599552,5,4905.0
2021-04-16,100538.14082370445,5,4905.0
2021-04-19,102556.14434693898,5,4905.0
2021-04-20,103020.58063854961,5,4905.0
2021-04-21,101345.2416003818,5,4905.0
2021-04-22,101578.96089766547,5,4905.0
2021-04-23,102339.80620155504,5,4905.0
2021-04-26,102271.44394217807,5,4905.0
2021-04-27,101994.17014193382,5,4905.0
2021-04-28,102867.4262152044,5,4905.0
2021-04-29,102368.38560079335,5,4905.0
2021-04-30,100041.32656606624,5,4911.6931765833
2021-05-03,98492.72126403743,5,4911.6931765833
2021-05-04,100207.18905868204,5,4911.6931765833
2021-05-05,100597.13652754205,5,4911.6931765833
2021-05-06,101571.78575930187,5,4911.6931765833
2021-05-07,101995.97286760702,5,4911.6931765833
2021-05-10,103098.37798509165,5,4911.6931765833
2021-05-11,100903.73611735829,5,4911.6931765833
2021-05-12,100734.62376098364,5,4911.6931765833
2021-05-13,99969.8152253412,5,4911.6931765833
2021-05-14,101573.32495567092,5,4911.6931765833
2021-05-17,101950.79709667648,5,4911.6931765833
2021-05-18,103861.86042634767,5,4911.6931765833
2021-05-20,102171.81822397198,5,4911.6931765833
2021-05-21,101939.27123696516,5,4911.6931765833
2021-05-24,102036.38102714368,5,4911.6931765833
2021-05-25,103839.66568623018,5,4911.6931765833
2021-05-26,104109.11980141491,5,4911.6931765833
2021-05-27,104004.23458495006,5,4911.6931765833
2021-05-28,104959.99026157452,5,4911.6931765833
2021-05-31,103541.60470450923,5,5083.545078580813
2021-06-01,104537.57028354687,5,5083.545078580813
2021-06-02,104459.93474462861,5,5083.545078580813
2021-06-03,103518.59600864226,5,5083.545078580813
2021-06-04,103727.77292394909,5,5083.545078580813
2021-06-07,102989.92957280067,5,5083.545078580813
2021-06-08,103016.80833973578,5,5083.545078580813
2021-06-09,102914.85884094931,5,5083.545078580813
2021-06-10,102474.07391398205,5,5083.545078580813
2021-06-11,103377.95603090021,5,5083.545078580813
2021-06-15,102333.9585653843,5,5083.545078580813
2021-06-16,103342.98038117625,5,5083.545078580813
2021-06-17,103904.68344334865,5,5083.545078580813
2021-06-18,103198.09654064078,5,5083.545078580813
2021-06-21,101363.47812670257,5,5083.545078580813
2021-06-22,102401.21511164727,5,5083.545078580813
2021-06-23,104088.27921384614,5,5083.545078580813
2021-06-24,104608.14174452412,5,5083.545078580813
2021-06-25,106159.02604442884,5,5083.545078580813
2021-06-28,105363.85470661547,5,5083.545078580813
2021-06-29,103714.02697929324,5,5083.545078580813
2021-06-30,103792.4706145949,5,5095.861752310557
2021-07-02,102029.64645653105,5,5095.861752310557
2021-07-05,102387.2200014019,5,5095.861752310557
2021-07-06,101875.14357935978,5,5095.861752310557
2021-07-07,100850.4820054732,5,5095.861752310557
2021-07-08,96778.99176566646,5,5095.861752310557
2021-07-09,97087.00287563636,5,5095.861752310557
2021-07-12,98605.05036357074,5,5095.861752310557
2021-07-13,99776.66089591835,5,5095.861752310557
2021-07-14,97548.9703234667,5,5095.861752310557
2021-07-15,97121.74920161997,5,5095.861752310557
2021-07-16,96345.18416703626,5,5095.861752310557
2021-07-19,94581.96869009273,5,5095.861752310557
2021-07-20,93181.47579605505,5,5095.861752310557
2021-07-21,93840.1220675199,5,5095.861752310557
2021-07-22,96174.58573571895,5,5095.861752310557
2021-07-23,95680.44366258115,5,5095.861752310557
2021-07-26,91729.88036363115,5,5095.861752310557
2021-07-27,87993.86984462262,5,5095.861752310557
2021-07-28,89753.21615597932,5,5095.861752310557
2021-07-29,92345.37379511655,5,5095.861752310557
2021-07-30,91894.2647484424,5,5095.861752310557
2021-08-02,94195.68169437803,5,5095.861752310557
2021-08-03,94029.67508850177,5,5095.861752310557
2021-08-04,95992.9337665994,5,5095.861752310557
2021-08-05,94612.87863828114,5,5095.861752310557
2021-08-06,95559.1281100864,5,5095.861752310557
2021-08-09,95111.6342569344,5,5095.861752310557
2021-08-10,96783.08534816175,5,5095.861752310557
2021-08-11,97479.32995084397,5,5095.861752310557
2021-08-12,98723.18961895784,5,5095.861752310557
2021-08-13,98076.66157371097,5,5095.861752310557
2021-08-16,95426.74777965425,5,5095.861752310557
2021-08-17,93916.09178227998,5,5095.861752310557
2021-08-18,95139.46198978374,5,5095.861752310557
2021-08-19,92879.06775704882,5,5095.861752310557
2021-08-20,90622.00860712607,5,5095.861752310557
2021-08-23,92130.92358034154,5,5095.861752310557
2021-08-24,94219.00416287858,5,5095.861752310557
2021-08-25,94686.53920039834,5,5095.861752310557
2021-08-26,93645.28032781961,5,5095.861752310557
2021-08-27,94223.46256720883,5,5095.861752310557
2021-08-30,95160.90851323737,5,5095.861752310557
2021-08-31,97135.08494680918,5,4769.006472790148
2021-09-01,96601.63697916089,5,4769.006472790148
2021-09-02,97277.26047043603,5,4769.006472790148
2021-09-03,96803.95337099218,5,4769.006472790148
2021-09-06,98921.53296918541,5,4769.006472790148
2021-09-07,99286.4024959355,5,4769.006472790148
2021-09-08,98248.91073395695,5,4769.006472790148
2021-09-09,97397.48985935652,5,4769.006472790148
2021-09-10,98348.64448430775,5,4769.006472790148
2021-09-13,98991.35651800288,5,4769.006472790148
2021-09-14,99348.03870065848,5,4769.006472790148
2021-09-15,99308.93714938396,5,4769.006472790148
2021-09-16,97764.08160958384,5,4769.006472790148
2021-09-17,98612.3155266343,5,4769.006472790148
2021-09-20,94818.96431724468,5,4769.006472790148
2021-09-21,94965.83506528876,5,4769.006472790148
2021-09-23,94950.8452436938,5,4769.006472790148
2021-09-24,94632.48747583703,5,4769.006472790148
2021-09-27,94136.73804539096,5,4769.006472790148
2021-09-28,94919.0619638509,5,4769.006472790148
2021-09-29,94054.66353358963,5,4769.006472790148
2021-09-30,94266.39036018625,5,4628.163202209253
2021-10-04,93720.1199516108,5,4628.163202209253
2021-10-05,95816.6158480508,5,4628.163202209253
2021-10-06,97496.73448818295,5,4628.163202209253
2021-10-07,97115.59662673615,5,4628.163202209253
2021-10-08,97259.44213063254,5,4628.163202209253
2021-10-11,97910.98122711516,5,4628.163202209253
2021-10-12,96796.34718890379,5,4628.163202209253
2021-10-15,97576.34575926732,5,4628.163202209253
2021-10-18,98175.63152168697,5,4628.163202209253
2021-10-19,98869.4130941706,5,4628.163202209253
2021-10-20,98568.09621828217,5,4628.163202209253
2021-10-21,98484.36751375743,5,4628.163202209253
2021-10-22,97479.75336841546,5,4628.163202209253
2021-10-25,98193.83781606745,5,4628.163202209253
2021-10-26,98296.91184753436,5,4628.163202209253
2021-10-27,97652.52956211515,5,4628.163202209253
2021-10-28,96101.39397279613,5,4628.163202209253
2021-10-29,96672.29318527339,5,4628.163202209253
2021-11-01,96486.48147023417,5,4628.163202209253
2021-11-02,95872.6212523994,5,4628.163202209253
2021-11-03,95276.4958535023,5,4628.163202209253
2021-11-04,95258.42137693029,5,4628.163202209253
2021-11-05,93198.60245376648,5,4628.163202209253
2021-11-08,93910.97902983274,5,4628.163202209253
2021-11-09,93716.23838587975,5,4628.163202209253
2021-11-10,93529.30739946914,5,4628.163202209253
2021-11-11,93716.60008066762,5,4628.163202209253
2021-11-12,93804.26078414536,5,4628.163202209253
2021-11-15,93722.50657877614,5,4628.163202209253
2021-11-16,94377.39487458434,5,4628.163202209253
2021-11-17,94489.02717549818,5,4628.163202209253
2021-11-18,94020.99612169676,5,4628.163202209253
2021-11-19,94153.43487962075,5,4628.163202209253
2021-11-22,93244.74560678593,5,4628.163202209253
2021-11-23,93080.18114090075,5,4628.163202209253
2021-11-24,93521.06214704677,5,4628.163202209253
2021-11-25,93350.91509022101,5,4628.163202209253
2021-11-26,91203.04788009079,5,4628.163202209253
2021-11-29,90679.07577922259,5,4628.163202209253
2021-11-30,89186.29865213018,5,4378.7477592582945
2021-12-01,89388.43856647026,5,4378.7477592582945
2021-12-02,89508.78414402434,5,4378.7477592582945
2021-12-03,90330.74839689376,5,4378.7477592582945
2021-12-06,89092.06798344027,5,4378.7477592582945
2021-12-07,89897.57071068024,5,4378.7477592582945
2021-12-08,90551.09914338816,5,4378.7477592582945
2021-12-09,91306.73022251198,5,4378.7477592582945
2021-12-10,90845.49367066039,5,4378.7477592582945
2021-12-13,90193.84309152677,5,4378.7477592582945
2021-12-14,89170.70943083873,5,4378.7477592582945
2021-12-15,88605.14791491206,5,4378.7477592582945
2021-12-16,89777.78393516404,5,4378.7477592582945
2021-12-17,89639.40731987887,5,4378.7477592582945
2021-12-20,87451.98187637015,5,4378.7477592582945
2021-12-21,87557.5796554469,5,4378.7477592582945
2021-12-22,88770.03382755266,5,4378.7477592582945
2021-12-23,89902.06988366783,5,4378.7477592582945
2021-12-24,90093.39294344326,5,4378.7477592582945
2021-12-28,89694.03851563105,5,4378.7477592582945
2021-12-29,90325.97519274213,5,4378.7477592582945
2021-12-30,90257.49680189596,5,4378.7477592582945
2021-12-31,90174.28186984349,5,4427.254417412354
2022-01-03,90747.37542922032,5,4427.254417412354
2022-01-04,91471.26719260795,5,4427.254417412354
2022-01-05,91846.54682250365,5,4427.254417412354
2022-01-06,91639.49321064824,5,4427.254417412354
2022-01-07,91966.95843335692,5,4427.254417412354
2022-01-10,92871.20414202311,5,4427.254417412354
2022-01-11,92860.25616180326,5,4427.254417412354
2022-01-12,93751.68076457159,5,4427.254417412354
2022-01-13,93894.99414449942,5,4427.254417412354
2022-01-14,94285.90888138601,5,4427.254417412354
2022-01-17,94054.00644101336,5,4427.254417412354
2022-01-18,93817.7514793356,5,4427.254417412354
2022-01-19,93486.77190716242,5,4427.254417412354
2022-01-20,93748.28276842402,5,4427.254417412354
2022-01-21,93238.28780876394,5,4427.254417412354
2022-01-24,93543.85294253365,5,4427.254417412354
2022-01-25,92754.38560089661,5,4427.254417412354
2022-01-26,93754.4310253305,5,4427.254417412354
2022-01-27,93790.64585202438,5,4427.254417412354
2022-01-28,93671.26781132538,5,4427.254417412354
2022-01-31,93420.3596538651,5,4586.625935660944
2022-02-04,95278.00580873273,5,4586.625935660944
2022-02-07,96437.28298498332,5,4586.625935660944
2022-02-08,96707.21542046839,5,4586.625935660944
2022-02-09,97266.57644925095,5,4586.625935660944
2022-02-10,97277.5296175573,5,4586.625935660944
2022-02-11,97579.18469056682,5,4586.625935660944
2022-02-14,97383.08184740006,5,4586.625935660944
2022-02-15,95589.33056408342,5,4586.625935660944
2022-02-16,96385.59103969706,5,4586.625935660944
2022-02-17,96126.0581360595,5,4586.625935660944
2022-02-18,96348.88991997941,5,4586.625935660944
2022-02-21,96992.31450131148,5,4586.625935660944
2022-02-22,95589.40955860051,5,4586.625935660944
2022-02-23,95860.65864033799,5,4586.625935660944
2022-02-24,94545.54651404393,5,4586.625935660944
2022-02-25,92917.75398466867,5,4586.625935660944
2022-02-28,93023.8626510121,5,4567.159264333255
2022-03-01,92793.79219119882,5,4567.159264333255
2022-03-02,92454.73395966577,5,4567.159264333255
2022-03-03,94194.12935979763,5,4567.159264333255
2022-03-04,93074.81863317566,5,4567.159264333255
2022-03-07,92364.85728808612,5,4567.159264333255
2022-03-08,90713.32383412268,5,4567.159264333255
2022-03-09,90224.97238824607,5,4567.159264333255
2022-03-10,90586.95395499656,5,4567.159264333255
2022-03-11,89719.20570834573,5,4567.159264333255
2022-03-14,88742.64339700041,5,4567.159264333255
2022-03-15,85403.63019420013,5,4567.159264333255
2022-03-16,86209.10298437806,5,4567.159264333255
2022-03-17,89468.8442815565,5,4567.159264333255
2022-03-18,90489.77292118697,5,4567.159264333255
2022-03-21,90235.4645589609,5,4567.159264333255
2022-03-22,92442.66064842306,5,4567.159264333255
2022-03-23,92231.72184522355,5,4567.159264333255
2022-03-24,92797.47276793314,5,4567.159264333255
2022-03-25,93004.06967460405,5,4567.159264333255
2022-03-28,94380.02562237816,5,4567.159264333255
2022-03-29,95107.59801917877,5,4567.159264333255
2022-03-30,96130.45154651235,5,4567.159264333255
2022-03-31,95467.91365314182,5,4687.1539609495085
2022-04-01,95660.57672326684,5,4687.1539609495085
2022-04-04,96266.80933956978,5,4687.1539609495085
2022-04-06,97523.42325827767,5,4687.1539609495085
2022-04-07,96682.18004150747,5,4687.1539609495085
2022-04-08,97451.84664538773,5,4687.1539609495085
2022-04-11,96042.04468766449,5,4687.1539609495085
2022-04-12,95226.95211152865,5,4687.1539609495085
2022-04-13,96586.80673902496,5,4687.1539609495085
2022-04-14,96854.77078266144,5,4687.1539609495085
2022-04-19,97252.6557914508,5,4687.1539609495085
2022-04-20,96053.22507224222,5,4687.1539609495085
2022-04-21,95354.18605710332,5,4687.1539609495085
2022-04-22,95162.27316844824,5,4687.1539609495085
2022-04-25,91303.67541910749,5,4687.1539609495085
2022-04-26,89376.61535635123,5,4687.1539609495085
2022-04-27,90003.15761353515,5,4687.1539609495085
2022-04-28,91721.18849963149,5,4687.1539609495085
2022-04-29,92349.03121383762,5,4687.1539609495085
2022-05-03,92654.37780092284,5,4687.1539609495085
2022-05-04,92914.5876205539,5,4687.1539609495085
2022-05-05,93124.74938859955,5,4687.1539609495085
2022-05-06,91898.18373522497,5,4687.1539609495085
2022-05-10,90112.21205209654,5,4687.1539609495085
2022-05-11,89946.26780173494,5,4687.1539609495085
2022-05-12,88730.91464662817,5,4687.1539609495085
2022-05-13,89956.1238030989,5,4687.1539609495085
2022-05-16,89829.85619819902,5,4687.1539609495085
2022-05-17,91228.9807393348,5,4687.1539609495085
2022-05-18,91772.55109343641,5,4687.1539609495085
2022-05-19,90893.54026831118,5,4687.1539609495085
2022-05-20,92458.4186851844,5,4687.1539609495085
2022-05-23,92937.46407204225,5,4687.1539609495085
2022-05-24,93196.93208886834,5,4687.1539609495085
2022-05-25,94655.92130830017,5,4687.1539609495085
2022-05-26,94927.46493177475,5,4687.1539609495085
2022-05-27,96553.29814014708,5,4687.1539609495085
2022-05-30,96889.73427758503,5,4687.1539609495085
2022-05-31,97733.27856508907,5,4798.375770599676
2022-06-01,97356.62404528484,5,4798.375770599676
2022-06-02,96697.30794634347,5,4798.375770599676
2022-06-06,97414.56929668228,5,4798.375770599676
2022-06-07,96417.91274184716,5,4798.375770599676
2022-06-08,96446.8185766851,5,4798.375770599676
2022-06-09,96320.46006674416,5,4798.375770599676
2022-06-10,95818.62395704802,5,4798.375770599676
2022-06-13,94843.59127888392,5,4798.375770599676
2022-06-14,95079.85039147455,5,4798.375770599676
2022-06-15,94805.93431263519,5,4798.375770599676
2022-06-16,93635.20175647497,5,4798.375770599676
2022-06-17,93534.52482900547,5,4798.375770599676
2022-06-20,92894.1141845643,5,4798.375770599676
2022-06-21,94586.71963520377,5,4798.375770599676
2022-06-22,93051.91481835948,5,4798.375770599676
2022-06-23,93429.25135324633,5,4798.375770599676
2022-06-24,93338.90838724899,5,4798.375770599676
2022-06-27,94515.83953295226,5,4798.375770599676
2022-06-28,95905.98386806328,5,4798.375770599676
2022-06-29,95633.05501311793,5,4798.375770599676
2022-06-30,95037.64668415923,5,4666.029297690817
2022-07-04,95056.79181517355,5,4666.029297690817
2022-07-05,95401.78314605472,5,4666.029297690817
2022-07-06,93945.33236374243,5,4666.029297690817
2022-07-07,94603.20176548586,5,4666.029297690817
2022-07-08,94359.60138790339,5,4666.029297690817
2022-07-11,92794.53629622035,5,4666.029297690817
2022-07-12,90394.15708618145,5,4666.029297690817
2022-07-13,89533.87988958228,5,4666.029297690817
2022-07-14,89394.45914478324,5,4666.029297690817
2022-07-15,89025.56874170931,5,4666.029297690817
2022-07-18,91317.46324130136,5,4666.029297690817
2022-07-19,90995.59548458765,5,4666.029297690817
2022-07-20,91059.82522262313,5,4666.029297690817
2022-07-21,89275.14196107909,5,4666.029297690817
2022-07-22,89604.02333382453,5,4666.029297690817
2022-07-25,89773.65296461046,5,4666.029297690817
2022-07-26,90774.1814125746,5,4666.029297690817
